Customer,Product Code,Product Description,Location,Trans.#,Trans.Date,Transfer Type,Qty,Price,Cost,Amount
City24 Hotel- Little Italy Mission Hills,PC10889,Cheetos Crunchy,Ultraserv Automated Services Transit/Stock,Ultra/INT/468887,02/02/2026,store_order,6,3.75,0.71,22.50
Crowne Plaza San Diego - Mission Valley,PC10889,Cheetos Crunchy,Ultraserv Automated Services Transit/Stock,Ultra/INT/468888,02/02/2026,store_order,18,4.00,0.71,72.00
Club Wyndham Oceanside Pier Resort,PC10889,Cheetos Crunchy,Ultraserv Automated Services Transit/Stock,Ultra/INT/468889,02/02/2026,store_order,4,4.00,0.71,16.00
Vistar,PC10889,Cheetos Crunchy,,P02382,02/01/2026,purchase,512,3.50,0.71,363.52
,,,,,,TOTAL,81,12.72,3.55,$63.51
Behr Paint Company - Midway Coatings Cantina,PC10890,Cheetos Crunchy Jalapeno Cheddar Chips,Ultraserv Automated Services Transit/Stock,Ultra/INT/469205,02/06/2026,store_order,7,1.11,0.71,7.77
Vistar,PC10890,Cheetos Crunchy Jalapeno Cheddar Chips,,BILL/2026/0052,02/04/2026,bill,1,3.50,0.71,0.71
Vistar,PC10890,Cheetos Crunchy Jalapeno Cheddar Chips,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02396,02/04/2026,material_receipt,1,3.50,0.71,0.71
Behr Paint Company - Standard,PC10890,Cheetos Crunchy Jalapeno Cheddar Chips,Ultraserv Automated Services Transit/Stock,Ultra/INT/469016,02/04/2026,store_order,8,1.11,0.71,8.88
Vistar,PC10890,Cheetos Crunchy Jalapeno Cheddar Chips,,P02382,02/01/2026,purchase,64,3.50,0.71,45.44
,,,,,,TOTAL,"1,508",199.79,40.02,"$1,960.13"
Ayres Hotel Anaheim ,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469471,02/19/2026,store_order,2,4.00,0.69,8.00
Ayres Hotel Anaheim ,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469473,02/19/2026,store_order,2,4.00,0.69,8.00
Vistar,PC10891,Cheetos Flamin Hot,,BILL/2026/0061,02/10/2026,bill,9,3.50,0.69,6.21
Vistar,PC10891,Cheetos Flamin Hot,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02436,02/10/2026,material_receipt,9,3.50,0.69,6.21
"Holiday Inn & Suites Anaheim, an IHG Hotel",PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469348,02/09/2026,store_order,8,4.25,0.69,34.00
Vistar,PC10891,Cheetos Flamin Hot,,P02395,02/07/2026,purchase,576,3.50,0.69,397.44
Behr Paint Company - Saint Andrews,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469201,02/06/2026,store_order,5,1.11,0.69,5.55
Behr Paint Company - Standard,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469203,02/06/2026,store_order,5,1.11,0.69,5.55
Behr Paint Company - Midway Coatings Cantina,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469205,02/06/2026,store_order,6,1.11,0.69,6.66
Best Western Plus Heritage Inn Rancho Cucamonga Ontario,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469254,02/06/2026,store_order,11,3.75,0.69,41.25
Behr Paint Company - Yale,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469270,02/06/2026,store_order,2,1.11,0.69,2.22
Behr Paint Company - Garry,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469271,02/06/2026,store_order,3,1.11,0.69,3.33
Holiday Inn Oxnard-Ventura,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469277,02/06/2026,store_order,4,4.00,0.69,16.00
Crowne Plaza Los Angeles Harbor Hotel,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469115,02/05/2026,store_order,8,4.25,0.69,34.00
Motel 6 Anaheim Maingate,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469117,02/05/2026,store_order,4,4.25,0.69,17.00
Kings Inn Anaheim at The Park & Convention Center,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469118,02/05/2026,store_order,4,4.00,0.69,16.00
Holiday Inn Oxnard-Ventura,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469120,02/05/2026,store_order,9,4.00,0.69,36.00
Staybridge Suites Oxnard River Ridge,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469121,02/05/2026,store_order,4,3.75,0.69,15.00
Holiday Inn Express - Port Hueneme,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469123,02/05/2026,store_order,10,3.75,0.69,37.50
Dolphin's Cove,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469126,02/05/2026,store_order,8,3.75,0.69,30.00
First Service Residential,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469161,02/05/2026,store_order,4,0.99,0.69,3.96
Peacock Suites,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469166,02/05/2026,store_order,7,3.75,0.69,26.25
Vistar,PC10891,Cheetos Flamin Hot,,BILL/2026/0052,02/04/2026,bill,9,3.50,0.69,6.21
Vistar,PC10891,Cheetos Flamin Hot,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02396,02/04/2026,material_receipt,9,3.50,0.69,6.21
Behr Paint Company - Standard,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469016,02/04/2026,store_order,5,1.11,0.69,5.55
The Anza A Calabasas Hotel,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469024,02/04/2026,store_order,3,4.25,0.69,12.75
E-Central Downtown Los Angeles Hotel,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469025,02/04/2026,store_order,3,4.50,0.69,13.50
Comfort Inn & Suites Near Universal - N. Hollywood,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469031,02/04/2026,store_order,3,3.75,0.69,11.25
Inn at the Park,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469040,02/04/2026,store_order,7,3.75,0.69,26.25
Bobrick Washroom Equipment Inc,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469042,02/04/2026,store_order,6,1.05,0.69,6.30
Motel 6 Los Angeles - LAX,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469051,02/04/2026,store_order,4,4.25,0.69,17.00
Holiday Inn Express & Suites Pasadena - Los Angeles,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/469054,02/04/2026,store_order,9,3.75,0.69,33.75
Holiday Inn Oceanside Camp Pendleton Area,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468910,02/03/2026,store_order,11,3.75,0.69,41.25
Holiday Inn Express San Clemente N - Beach Area,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468912,02/03/2026,store_order,4,3.75,0.69,15.00
Dana Point Marina Inn,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468913,02/03/2026,store_order,5,3.75,0.69,18.75
Holiday Inn Express & Suites Anaheim Resort Area,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468917,02/03/2026,store_order,10,4.25,0.69,42.50
Clarion Hotel Anaheim Resort,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468919,02/03/2026,store_order,23,4.25,0.69,97.75
Ramada by Wyndham Anaheim Convention Center,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468920,02/03/2026,store_order,3,3.75,0.69,11.25
Comfort Suites Oceanside Camp Pendleton,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468925,02/03/2026,store_order,10,3.75,0.69,37.50
"Best Western Plus Meridian Inn & Suites, Anaheim-Orange ",PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468930,02/03/2026,store_order,10,4.00,0.69,40.00
La Quinta Inn & Suites La Habra,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468935,02/03/2026,store_order,3,3.75,0.69,11.25
Quality Inn Placentia Anaheim Fullerton,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468959,02/03/2026,store_order,2,3.75,0.69,7.50
Comfort Suites San Clemente Beach,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468962,02/03/2026,store_order,3,3.75,0.69,11.25
Ayres Suites Yorba Linda,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468963,02/03/2026,store_order,4,4.00,0.69,16.00
Ramada by Wyndham Hawthorne - LA Stadium,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468965,02/03/2026,store_order,4,3.75,0.69,15.00
Long Beach Convention & Entertainment Center,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468824,02/02/2026,store_order,6,1.59,0.69,9.54
SureStay Plus by Best Western Upland,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468826,02/02/2026,store_order,7,3.75,0.69,26.25
Ayres Hotel Chino Hills ,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468829,02/02/2026,store_order,4,4.00,0.69,16.00
Comfort Suites Barstow,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468832,02/02/2026,store_order,4,3.75,0.69,15.00
Holiday Inn Express & Suites - Barstow,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468835,02/02/2026,store_order,10,3.75,0.69,37.50
"Holiday Inn & Suites Anaheim, an IHG Hotel",PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468840,02/02/2026,store_order,4,4.25,0.69,17.00
Best Western Plus West Covina Inn ,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468847,02/02/2026,store_order,8,3.75,0.69,30.00
City24 Hotel- Little Italy Mission Hills,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468887,02/02/2026,store_order,7,3.75,0.69,26.25
Crowne Plaza San Diego - Mission Valley,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468888,02/02/2026,store_order,8,4.00,0.69,32.00
Club Wyndham Oceanside Pier Resort,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468889,02/02/2026,store_order,13,4.00,0.69,52.00
WorldMark Palm Springs,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468895,02/02/2026,store_order,6,3.75,0.69,22.50
Comfort Inn & Suites Moreno Valley Near March Air Reserve Base,PC10891,Cheetos Flamin Hot,Ultraserv Automated Services Transit/Stock,Ultra/INT/468896,02/02/2026,store_order,5,3.75,0.69,18.75
Vistar,PC10891,Cheetos Flamin Hot,,P02382,02/01/2026,purchase,576,3.50,0.69,397.44
,,,,,,TOTAL,"1,101",183.45,35.50,"$1,517.20"
Ayres Hotel Anaheim ,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469471,02/19/2026,store_order,2,4.00,0.71,8.00
Ayres Hotel Anaheim ,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469473,02/19/2026,store_order,2,4.00,0.71,8.00
Vistar,PC10892,Cheetos Flamin Hot Limon,,BILL/2026/0061,02/10/2026,bill,7,3.50,0.71,4.97
Vistar,PC10892,Cheetos Flamin Hot Limon,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02436,02/10/2026,material_receipt,7,3.50,0.71,4.97
"Holiday Inn & Suites Anaheim, an IHG Hotel",PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469348,02/09/2026,store_order,7,4.25,0.71,29.75
Vistar,PC10892,Cheetos Flamin Hot Limon,,P02395,02/07/2026,purchase,448,3.50,0.71,318.08
Behr Paint Company - Saint Andrews,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469200,02/06/2026,store_order,5,1.11,0.71,5.55
Behr Paint Company - Standard,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469203,02/06/2026,store_order,3,1.11,0.71,3.33
Best Western Plus Park Place Inn Mini Suites,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469268,02/06/2026,store_order,4,4.25,0.71,17.00
Best Western Plus Stovall's Inn,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469292,02/06/2026,store_order,4,4.25,0.71,17.00
Ayres Hotel & Spa Mission Viejo,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469105,02/05/2026,store_order,3,4.00,0.71,12.00
Motel 6 Carson,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469112,02/05/2026,store_order,4,4.00,0.71,16.00
Ayres Hotel Anaheim ,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469116,02/05/2026,store_order,3,4.00,0.71,12.00
Motel 6 Anaheim Maingate,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469117,02/05/2026,store_order,5,4.25,0.71,21.25
Kings Inn Anaheim at The Park & Convention Center,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469118,02/05/2026,store_order,7,4.00,0.71,28.00
Staybridge Suites Oxnard River Ridge,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469121,02/05/2026,store_order,4,3.75,0.71,15.00
Holiday Inn Express - Port Hueneme,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469123,02/05/2026,store_order,8,3.75,0.71,30.00
Dolphin's Cove,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469126,02/05/2026,store_order,3,3.75,0.71,11.25
Four Points by Sheraton Ventura Harbor Resort,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469138,02/05/2026,store_order,3,3.75,0.71,11.25
First Service Residential,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469161,02/05/2026,store_order,6,0.99,0.71,5.94
Peacock Suites,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469166,02/05/2026,store_order,2,3.75,0.71,7.50
Vistar,PC10892,Cheetos Flamin Hot Limon,,BILL/2026/0052,02/04/2026,bill,6,3.50,0.71,4.26
Vistar,PC10892,Cheetos Flamin Hot Limon,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02396,02/04/2026,material_receipt,6,3.50,0.71,4.26
Vistar Southern California,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469009,02/04/2026,store_order,5,1.49,0.71,7.45
E-Central Downtown Los Angeles Hotel,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469025,02/04/2026,store_order,3,4.50,0.71,13.50
Holiday Inn Express & Suites Chatsworth,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469052,02/04/2026,store_order,2,3.75,0.71,7.50
Holiday Inn Express & Suites Pasadena - Los Angeles,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/469054,02/04/2026,store_order,9,3.75,0.71,33.75
Holiday Inn Oceanside Camp Pendleton Area,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468910,02/03/2026,store_order,5,3.75,0.71,18.75
Holiday Inn Express San Clemente N - Beach Area,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468912,02/03/2026,store_order,10,3.75,0.71,37.50
Holiday Inn Express & Suites Lake Forest - Irvine East,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468915,02/03/2026,store_order,3,3.75,0.71,11.25
Holiday Inn Express & Suites Anaheim Resort Area,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468917,02/03/2026,store_order,12,4.25,0.71,51.00
Best Western Plus Stovall's Inn,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468918,02/03/2026,store_order,3,4.25,0.71,12.75
Clarion Hotel Anaheim Resort,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468919,02/03/2026,store_order,15,4.25,0.71,63.75
Ramada by Wyndham Anaheim Convention Center,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468920,02/03/2026,store_order,5,3.75,0.71,18.75
Motel 6 Carlsbad,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468922,02/03/2026,store_order,8,3.75,0.71,30.00
"Best Western Plus Meridian Inn & Suites, Anaheim-Orange ",PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468930,02/03/2026,store_order,5,4.00,0.71,20.00
Holiday Inn Express & Suites Corona ,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468932,02/03/2026,store_order,9,3.75,0.71,33.75
Best Western Plus Park Place Inn Mini Suites,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468956,02/03/2026,store_order,4,4.25,0.71,17.00
Comfort Inn Anaheim Resort,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468960,02/03/2026,store_order,4,3.75,0.71,15.00
Ramada by Wyndham Hawthorne - LA Stadium,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468965,02/03/2026,store_order,6,3.75,0.71,22.50
Holiday Inn Ontario Airport,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468828,02/02/2026,store_order,4,4.00,0.71,16.00
Ramada by Wyndham Barstow,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468831,02/02/2026,store_order,3,3.75,0.71,11.25
Comfort Suites Barstow,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468832,02/02/2026,store_order,3,3.75,0.71,11.25
Holiday Inn Express & Suites - Barstow,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468835,02/02/2026,store_order,5,3.75,0.71,18.75
"Holiday Inn & Suites Anaheim, an IHG Hotel",PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468840,02/02/2026,store_order,6,4.25,0.71,25.50
City24 Hotel- Little Italy Mission Hills,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468887,02/02/2026,store_order,10,3.75,0.71,37.50
Crowne Plaza San Diego - Mission Valley,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468888,02/02/2026,store_order,13,4.00,0.71,52.00
Club Wyndham Oceanside Pier Resort,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468889,02/02/2026,store_order,11,4.00,0.71,44.00
WorldMark Palm Springs,PC10892,Cheetos Flamin Hot Limon,Ultraserv Automated Services Transit/Stock,Ultra/INT/468895,02/02/2026,store_order,5,3.75,0.71,18.75
Vistar,PC10892,Cheetos Flamin Hot Limon,,P02382,02/01/2026,purchase,384,3.50,0.71,272.64
,,,,,,TOTAL,692,115.90,22.72,$996.11
Ayres Hotel Anaheim ,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/469471,02/19/2026,store_order,1,4.00,0.71,4.00
Ayres Hotel Anaheim ,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/469473,02/19/2026,store_order,1,4.00,0.71,4.00
Vistar,PC10893,Cheetos Puffs,,BILL/2026/0061,02/10/2026,bill,4,3.50,0.71,2.84
Vistar,PC10893,Cheetos Puffs,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02436,02/10/2026,material_receipt,4,3.50,0.71,2.84
Vistar,PC10893,Cheetos Puffs,,P02395,02/07/2026,purchase,256,3.50,0.71,181.76
Best Western Plus West Covina Inn ,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/469224,02/06/2026,store_order,14,3.75,0.71,52.50
Best Western Plus Park Place Inn Mini Suites,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/469268,02/06/2026,store_order,4,4.25,0.71,17.00
Best Western Plus Stovall's Inn,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/469292,02/06/2026,store_order,4,4.25,0.71,17.00
Ayres Hotel & Spa Mission Viejo,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/469105,02/05/2026,store_order,6,4.00,0.71,24.00
Crowne Plaza Los Angeles Harbor Hotel,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/469115,02/05/2026,store_order,13,4.25,0.71,55.25
Motel 6 Anaheim Maingate,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/469117,02/05/2026,store_order,5,4.25,0.71,21.25
Kings Inn Anaheim at The Park & Convention Center,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/469118,02/05/2026,store_order,7,4.00,0.71,28.00
"Holiday Inn & Suites Anaheim, an IHG Hotel",PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/469119,02/05/2026,store_order,7,4.25,0.71,29.75
Dolphin's Cove,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/469126,02/05/2026,store_order,6,3.75,0.71,22.50
Four Points by Sheraton Ventura Harbor Resort,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/469138,02/05/2026,store_order,3,3.75,0.71,11.25
First Service Residential,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/469161,02/05/2026,store_order,3,0.99,0.71,2.97
Vistar,PC10893,Cheetos Puffs,,BILL/2026/0052,02/04/2026,bill,4,3.50,0.71,2.84
Vistar,PC10893,Cheetos Puffs,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02396,02/04/2026,material_receipt,4,3.50,0.71,2.84
Behr Paint Company - Yale,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/469018,02/04/2026,store_order,6,1.11,0.71,6.66
Bobrick Washroom Equipment Inc,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/469042,02/04/2026,store_order,2,1.05,0.71,2.10
Motel 6 Los Angeles - LAX,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/469051,02/04/2026,store_order,6,4.25,0.71,25.50
Clarion Hotel Anaheim Resort,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/468919,02/03/2026,store_order,14,4.25,0.71,59.50
Motel 6 Carlsbad,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/468922,02/03/2026,store_order,7,3.75,0.71,26.25
Holiday Inn Express & Suites Corona ,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/468932,02/03/2026,store_order,6,3.75,0.71,22.50
Comfort Inn Anaheim Resort,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/468960,02/03/2026,store_order,4,3.75,0.71,15.00
Ramada by Wyndham Hawthorne - LA Stadium,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/468965,02/03/2026,store_order,14,3.75,0.71,52.50
Ayres Hotel Chino Hills ,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/468829,02/02/2026,store_order,3,4.00,0.71,12.00
"Holiday Inn & Suites Anaheim, an IHG Hotel",PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/468840,02/02/2026,store_order,4,4.25,0.71,17.00
Best Western Plus West Covina Inn ,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/468847,02/02/2026,store_order,10,3.75,0.71,37.50
City24 Hotel- Little Italy Mission Hills,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/468887,02/02/2026,store_order,3,3.75,0.71,11.25
Club Wyndham Oceanside Pier Resort,PC10893,Cheetos Puffs,Ultraserv Automated Services Transit/Stock,Ultra/INT/468889,02/02/2026,store_order,11,4.00,0.71,44.00
Vistar,PC10893,Cheetos Puffs,,P02382,02/01/2026,purchase,256,3.50,0.71,181.76
,,,,,,TOTAL,812,113.68,19.74,$908.38
Ayres Hotel Anaheim ,PC10894,Cheez-It,Ultraserv Automated Services Transit/Stock,Ultra/INT/469471,02/19/2026,store_order,3,3.50,0.47,10.50
Ayres Hotel Anaheim ,PC10894,Cheez-It,Ultraserv Automated Services Transit/Stock,Ultra/INT/469473,02/19/2026,store_order,3,3.50,0.47,10.50
Vistar,PC10894,Cheez-It,,BILL/2026/0061,02/10/2026,bill,5,0.00,0.47,2.35
Vistar,PC10894,Cheez-It,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02436,02/10/2026,material_receipt,5,0.00,0.47,2.35
Vistar,PC10894,Cheez-It,,P02395,02/07/2026,purchase,300,0.00,0.47,141.00
Behr Paint Company - Saint Andrews,PC10894,Cheez-It,Ultraserv Automated Services Transit/Stock,Ultra/INT/469201,02/06/2026,store_order,6,1.00,0.47,6.00
Behr Paint Company - Midway Coatings Cantina,PC10894,Cheez-It,Ultraserv Automated Services Transit/Stock,Ultra/INT/469205,02/06/2026,store_order,6,1.00,0.47,6.00
Crowne Plaza Costa Mesa Orange County,PC10894,Cheez-It,Ultraserv Automated Services Transit/Stock,Ultra/INT/469274,02/06/2026,store_order,5,3.75,0.47,18.75
Hilton Garden Inn-Home2 Suites Anaheim Resort,PC10894,Cheez-It,Ultraserv Automated Services Transit/Stock,Ultra/INT/469301,02/06/2026,store_order,5,3.75,0.47,18.75
